id,code,type,volatility,threshold,absolute_threshold,policy_min_threshold,history_and_avg_absdelta,impact_score,missed_flag_sample,false_flag_sample,created_at,updated_at,special_term,mad,k_and_flagrate,categories
,1-54250 Meeting Facilities,,,,,,,,,,,,,,,rent
,1-67640 Property,,,,,,,,,,,,,,,rent
,6450 Facilities and Equipment,,,,,,,,,,,,,,,rent
,5006 Facilities & Tools,,,,,,,,,,,,,,,rent
,6650 Facility & Equipment,,,,,,,,,,,,,,,rent
,6100 Facility Costs,,,,,,,,,,,,,,,rent
,6115 Facilities Maintenance,,,,,,,,,,,,,,,rent
,63010 Lease,,,,,,,,,,,,,,,rent
,50062 Fulfillment Center Lease,,,,,,,,,,,,,,,rent
,64040 CAM Expenses,,,,,,,,,,,,,,,rent
,6450 Building Repairs,,,,,,,,,,,,,,,rent
,11710-000 Lease Deposits,,,,,,,,,,,,,,,rent
,12500-001 Furniture - Storage,,,,,,,,,,,,,,,rent
,23000-000 Short-Term Lease Liabilities,,,,,,,,,,,,,,,rent
,24000-000 Long-Term Lease Liabilities,,,,,,,,,,,,,,,rent
,8100 Interest Expense,,,,,,,,,,,,,,,accounting_fees
,60400 Bank Service Charges,,,,,,,,,,,,,,,accounting_fees
,63400 Interest Expense,,,,,,,,,,,,,,,accounting_fees
,6302 QuickBooks Payments Fees,,,,,,,,,,,,,,,accounting_fees
,6352 Legal Services,,,,,,,,,,,,,,,accounting_fees
,65510-000 Legal Fees,,,,,,,,,,,,,,,accounting_fees
,6502 Consulting Fees,,,,,,,,,,,,,,,accounting_fees
,6600 QuickBooks Payments Fees,,,,,,,,,,,,,,,accounting_fees
,8003 Interest Expense,,,,,,,,,,,,,,,accounting_fees
,3-60500 Bank Service Charges,,,,,,,,,,,,,,,accounting_fees
,3-80000 Interest Expense,,,,,,,,,,,,,,,accounting_fees
,6100 Bank Service Charges,,,,,,,,,,,,,,,accounting_fees
,6110 Bank Service Fees,,,,,,,,,,,,,,,accounting_fees
,82000 Interest Expense,,,,,,,,,,,,,,,accounting_fees
,6210 QuickBooks Fees,,,,,,,,,,,,,,,accounting_fees
,6503 Legal Services,,,,,,,,,,,,,,,accounting_fees
,6505 Consulting Fee,,,,,,,,,,,,,,,accounting_fees
,8004 Interest Expense,,,,,,,,,,,,,,,accounting_fees
,6802 Legal Fees,,,,,,,,,,,,,,,accounting_fees
,"6506 Strategy, Consulting & Im...",,,,,,,,,,,,,,,accounting_fees
,8200 Interest Expense,,,,,,,,,,,,,,,accounting_fees
,6025 Bank Service Charges & Fees,,,,,,,,,,,,,,,accounting_fees
,6027 Finance Charge,,,,,,,,,,,,,,,accounting_fees
,6076 Legal Expenses,,,,,,,,,,,,,,,accounting_fees
,6077 Consulting,,,,,,,,,,,,,,,accounting_fees
,8005 Interest Expense,,,,,,,,,,,,,,,accounting_fees
,6102 QuickBooks Payments Fees,,,,,,,,,,,,,,,accounting_fees
,8001 Interest Expense,,,,,,,,,,,,,,,accounting_fees
,7051 Interest Expense,,,,,,,,,,,,,,,accounting_fees
,6703 QuickBooks Payments Fees,,,,,,,,,,,,,,,accounting_fees
,6802 Business Consulting,,,,,,,,,,,,,,,accounting_fees
,6152 QuickBooks Payment Fees,,,,,,,,,,,,,,,accounting_fees
,6503 Consulting,,,,,,,,,,,,,,,accounting_fees
,6802 Legal,,,,,,,,,,,,,,,accounting_fees
,22400-700 Due to Attorney Share,,,,,,,,,,,,,,,accounting_fees
,4-80000 Interest Expense,,,,,,,,,,,,,,,accounting_fees
,60300 Bank Service Charges,,,,,,,,,,,,,,,accounting_fees
,61003 Legal,,,,,,,,,,,,,,,accounting_fees
,81000 Interest Expense,,,,,,,,,,,,,,,accounting_fees
,1-60500 Bank Service Charges,,,,,,,,,,,,,,,accounting_fees
,1-80000 Interest Expense,,,,,,,,,,,,,,,accounting_fees
,6602 Legal Services,,,,,,,,,,,,,,,accounting_fees
,6603 Business Consulting Servi...,,,,,,,,,,,,,,,accounting_fees
,8025 Interest Expense,,,,,,,,,,,,,,,accounting_fees
,4200 HR Consulting,,,,,,,,,,,,,,,accounting_fees
,6353 Melio CC Fees,,,,,,,,,,,,,,,accounting_fees
,6620 Consulting,,,,,,,,,,,,,,,accounting_fees
,6630 IT Tech Consulting,,,,,,,,,,,,,,,accounting_fees
,6640 Legal,,,,,,,,,,,,,,,accounting_fees
,8020 Interest Expense,,,,,,,,,,,,,,,accounting_fees
,5435 COGS-Marketing Consulting,,,,,,,,,,,,,,,accounting_fees
,5445 COGS-PR Consulting,,,,,,,,,,,,,,,accounting_fees
,6240 IT Consulting/Projects,,,,,,,,,,,,,,,accounting_fees
,6260 QuickBooks Payments Fees,,,,,,,,,,,,,,,accounting_fees
,6700 QuickBooks Payments Fees,,,,,,,,,,,,,,,accounting_fees
,80000 Interest Expense,,,,,,,,,,,,,,,accounting_fees
,68020 Consulting,,,,,,,,,,,,,,,accounting_fees
,68060 Legal Fees,,,,,,,,,,,,,,,accounting_fees
,80020 Interest Expense,,,,,,,,,,,,,,,accounting_fees
,68020 Consulting Fees - Heartl...,,,,,,,,,,,,,,,accounting_fees
,68025 Consulting Fees - Scord ...,,,,,,,,,,,,,,,accounting_fees
,80010 Interest Expense,,,,,,,,,,,,,,,accounting_fees
,"63000 Adminstrative, Legal, & Taxes",,,,,,,,,,,,,,,accounting_fees
,81100-000 Interest Expense,,,,,,,,,,,,,,,accounting_fees
,11750-800 Due from Attorney Share,,,,,,,,,,,,,,,accounting_fees
